file_name,file_path,sentence,MFCC_length,mel_spectro_length,raw_length,speaker
SI2235.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJFR0/SI2235.WAV,SI2235,206,206,41063,MJFR0
SX90.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MAEB0/SX90.WAV,SX90,156,156,31130,MAEB0
SX54.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MTLB0/SX54.WAV,SX54,271,271,54170,MTLB0
SI1113.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRMS0/SI1113.WAV,SI1113,308,308,61440,MRMS0
SX345.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MTML0/SX345.WAV,SX345,226,226,45159,MTML0
SX264.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDLC2/SX264.WAV,SX264,216,216,43111,MDLC2
SX177.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMDB0/SX177.WAV,SX177,130,130,25908,MMDB0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MEWM0/SA1.WAV,SA1,306,306,61133,MEWM0
SI1306.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDLB0/SI1306.WAV,SI1306,480,480,95847,MDLB0
SI1712.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSSB0/SI1712.WAV,SI1712,343,343,68404,FSSB0
SX333.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJWS0/SX333.WAV,SX333,345,345,68916,MJWS0
SX177.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MKLS0/SX177.WAV,SX177,165,165,32871,MKLS0
SX237.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJEN0/SX237.WAV,SX237,181,181,36148,FJEN0
SI1907.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSMC0/SI1907.WAV,SI1907,204,204,40653,MSMC0
SX351.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDSS0/SX351.WAV,SX351,239,239,47616,MDSS0
SI1922.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MCDC0/SI1922.WAV,SI1922,192,192,38298,MCDC0
SX35.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSDJ0/SX35.WAV,SX35,176,176,35021,FSDJ0
SX397.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FKSR0/SX397.WAV,SX397,221,221,44032,FKSR0
SX156.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSLS0/SX156.WAV,SX156,280,280,55808,FSLS0
SI1931.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSRH0/SI1931.WAV,SI1931,202,202,40244,FSRH0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FMEM0/SA2.WAV,SA2,246,246,49050,FMEM0
SX112.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MGAF0/SX112.WAV,SX112,194,194,38605,MGAF0
SX423.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDPK0/SX423.WAV,SX423,252,252,50279,MDPK0
SX367.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRKM0/SX367.WAV,SX367,321,321,64000,MRKM0
SX122.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJHK0/SX122.WAV,SX122,277,277,55399,FJHK0
SX336.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSJK0/SX336.WAV,SX336,335,335,66868,MSJK0
SX325.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRXB0/SX325.WAV,SX325,209,209,41677,MRXB0
SI1925.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDWH0/SI1925.WAV,SI1925,181,181,36148,MDWH0
SI2060.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDMA0/SI2060.WAV,SI2060,250,250,49869,MDMA0
SX358.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FCLT0/SX358.WAV,SX358,205,205,40960,FCLT0
SX122.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJKL0/SX122.WAV,SX122,281,281,56116,FJKL0
SX27.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MHJB0/SX27.WAV,SX27,159,159,31744,MHJB0
SX326.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MKAM0/SX326.WAV,SX326,250,250,49869,MKAM0
SI2268.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRAV0/SI2268.WAV,SI2268,306,306,61133,MRAV0
SI668.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRJM1/SI668.WAV,SI668,232,232,46285,MRJM1
SI651.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MBEF0/SI651.WAV,SI651,310,310,61952,MBEF0
SI1658.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJMD0/SI1658.WAV,SI1658,79,79,15770,MJMD0
SI877.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJXA0/SI877.WAV,SI877,207,207,41370,MJXA0
SI637.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRKM0/SI637.WAV,SI637,410,410,81818,MRKM0
SX166.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDKS0/SX166.WAV,SX166,369,369,73626,MDKS0
SI1119.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MHMR0/SI1119.WAV,SI1119,204,204,40653,MHMR0
SX288.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJPM0/SX288.WAV,SX288,248,248,49562,MJPM0
SI1875.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FEAC0/SI1875.WAV,SI1875,261,261,52122,FEAC0
SX401.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJDA0/SX401.WAV,SX401,250,250,49869,MJDA0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MWGR0/SA2.WAV,SA2,194,194,38605,MWGR0
SX52.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSDC0/SX52.WAV,SX52,238,238,47412,FSDC0
SI487.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FKSR0/SI487.WAV,SI487,211,211,42087,FKSR0
SI805.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FRLL0/SI805.WAV,SI805,375,375,74957,FRLL0
SX248.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FECD0/SX248.WAV,SX248,245,245,48845,FECD0
SX30.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FKKH0/SX30.WAV,SX30,171,171,34100,FKKH0
SX79.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRSP0/SX79.WAV,SX79,203,203,40448,MRSP0
SI1831.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJKR0/SI1831.WAV,SI1831,247,247,49357,MJKR0
SX441.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMWS1/SX441.WAV,SX441,179,179,35738,MMWS1
SI1067.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MPSW0/SI1067.WAV,SI1067,188,188,37581,MPSW0
SI1271.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FDAW0/SI1271.WAV,SI1271,390,390,77824,FDAW0
SI2150.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMLM0/SI2150.WAV,SI2150,340,340,67994,MMLM0
SX131.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJXM0/SX131.WAV,SX131,213,213,42496,FJXM0
SX164.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FRLL0/SX164.WAV,SX164,251,251,50074,FRLL0
SI1238.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDMA0/SI1238.WAV,SI1238,172,172,34304,MDMA0
SI1668.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMAM0/SI1668.WAV,SI1668,178,178,35431,MMAM0
SI907.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FMMH0/SI907.WAV,SI907,259,259,51712,FMMH0
SX395.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MPRB0/SX395.WAV,SX395,258,258,51508,MPRB0
SX419.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSES0/SX419.WAV,SX419,195,195,38912,MSES0
SX186.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FALK0/SX186.WAV,SX186,193,193,38503,FALK0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FHLM0/SA2.WAV,SA2,230,230,45876,FHLM0
SX248.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJHI0/SX248.WAV,SX248,177,177,35328,MJHI0
SX435.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJFR0/SX435.WAV,SX435,357,357,71271,MJFR0
SX307.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJAC0/SX307.WAV,SX307,162,162,32359,MJAC0
SX329.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSAH1/SX329.WAV,SX329,271,271,54170,MSAH1
SX178.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MADD0/SX178.WAV,SX178,295,295,58880,MADD0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MWAR0/SA2.WAV,SA2,241,241,48128,MWAR0
SX178.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FCLT0/SX178.WAV,SX178,263,263,52532,FCLT0
SX302.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJKL0/SX302.WAV,SX302,203,203,40551,FJKL0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FMKF0/SA2.WAV,SA2,217,217,43316,FMKF0
SI1728.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSKP0/SI1728.WAV,SI1728,201,201,40141,FSKP0
SX335.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRDM0/SX335.WAV,SX335,362,362,72295,MRDM0
SI681.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMDM0/SI681.WAV,SI681,200,200,39936,MMDM0
SX153.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMDM1/SX153.WAV,SX153,369,369,73626,MMDM1
SX175.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FHXS0/SX175.WAV,SX175,377,377,75367,FHXS0
SX22.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FLMC0/SX22.WAV,SX22,193,193,38503,FLMC0
SX220.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJDE0/SX220.WAV,SX220,366,366,73012,MJDE0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FTLG0/SA2.WAV,SA2,224,224,44647,FTLG0
SI796.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MWSH0/SI796.WAV,SI796,380,380,75879,MWSH0
SX261.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MPRD0/SX261.WAV,SX261,201,201,40039,MPRD0
SX114.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MPGH0/SX114.WAV,SX114,184,184,36762,MPGH0
SX303.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FNTB0/SX303.WAV,SX303,173,173,34407,FNTB0
SI1255.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJMM0/SI1255.WAV,SI1255,340,340,67892,MJMM0
SI2156.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSAT0/SI2156.WAV,SI2156,186,186,37069,MSAT0
SX255.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJFR0/SX255.WAV,SX255,249,249,49767,MJFR0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSDS0/SA2.WAV,SA2,231,231,46080,MSDS0
SX127.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FCYL0/SX127.WAV,SX127,165,165,32973,FCYL0
SI1778.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FETB0/SI1778.WAV,SI1778,283,283,56423,FETB0
SX442.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FBCG1/SX442.WAV,SX442,288,288,57549,FBCG1
SX342.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MESG0/SX342.WAV,SX342,272,272,54272,MESG0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSFH0/SA1.WAV,SA1,410,410,81818,MSFH0
SX78.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDBP0/SX78.WAV,SX78,186,186,37172,MDBP0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MLEL0/SA1.WAV,SA1,299,299,59700,MLEL0
SX399.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MHMR0/SX399.WAV,SX399,193,193,38400,MHMR0
SX60.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRVG0/SX60.WAV,SX60,242,242,48231,MRVG0
SI515.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FGMB0/SI515.WAV,SI515,238,238,47514,FGMB0
SI652.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MGAF0/SI652.WAV,SI652,169,169,33690,MGAF0
SX362.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MWCH0/SX362.WAV,SX362,236,236,47002,MWCH0
SX18.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FDNC0/SX18.WAV,SX18,258,258,51405,FDNC0
SX448.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MKAH0/SX448.WAV,SX448,223,223,44544,MKAH0
SI1944.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSMM0/SI1944.WAV,SI1944,212,212,42292,FSMM0
SX431.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMPM0/SX431.WAV,SX431,252,252,50279,MMPM0
SX322.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJDG0/SX322.WAV,SX322,183,183,36455,MJDG0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FEAR0/SA2.WAV,SA2,230,230,45978,FEAR0
SX397.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FCJF0/SX397.WAV,SX397,197,197,39220,FCJF0
SI1042.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJDG0/SI1042.WAV,SI1042,223,223,44544,MJDG0
SX159.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FTAJ0/SX159.WAV,SX159,205,205,40858,FTAJ0
SI636.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDAS0/SI636.WAV,SI636,328,328,65434,MDAS0
SX156.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MAEO0/SX156.WAV,SX156,218,218,43520,MAEO0
SI482.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FEXM0/SI482.WAV,SI482,341,341,68096,FEXM0
SX211.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FCKE0/SX211.WAV,SX211,209,209,41780,FCKE0
SX64.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MLJH0/SX64.WAV,SX64,246,246,49152,MLJH0
SI1769.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJJB0/SI1769.WAV,SI1769,205,205,40858,MJJB0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDCM0/SA2.WAV,SA2,259,259,51610,MDCM0
SX435.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MFRM0/SX435.WAV,SX435,290,290,57959,MFRM0
SX331.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MPMB0/SX331.WAV,SX331,343,343,68506,MPMB0
SX234.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MTLB0/SX234.WAV,SX234,218,218,43520,MTLB0
SI1876.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MLEL0/SI1876.WAV,SI1876,184,184,36762,MLEL0
SX196.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FNKL0/SX196.WAV,SX196,146,146,29082,FNKL0
SX270.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MSEM1/SX270.WAV,SX270,198,198,39424,MSEM1
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FDFB0/SA1.WAV,SA1,207,207,41370,FDFB0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJRH0/SA2.WAV,SA2,208,208,41472,MJRH0
SI604.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MDLM0/SI604.WAV,SI604,399,399,79770,MDLM0
SI536.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MZMB0/SI536.WAV,SI536,285,285,56935,MZMB0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSPM0/SA1.WAV,SA1,269,269,53760,FSPM0
SX218.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRAB1/SX218.WAV,SX218,242,242,48333,MRAB1
SX63.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSAG0/SX63.WAV,SX63,285,285,56935,FSAG0
SX21.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJPG0/SX21.WAV,SX21,160,160,31847,MJPG0
SI1505.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FEME0/SI1505.WAV,SI1505,252,252,50381,FEME0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MGRP0/SA1.WAV,SA1,254,254,50688,MGRP0
SX444.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJAE0/SX444.WAV,SX444,280,280,55911,MJAE0
SX56.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FDAW0/SX56.WAV,SX56,243,243,48436,FDAW0
SI744.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MEDR0/SI744.WAV,SI744,303,303,60416,MEDR0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MCLM0/SA1.WAV,SA1,255,255,50893,MCLM0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MMAA0/SA2.WAV,SA2,242,242,48333,MMAA0
SI1428.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRCG0/SI1428.WAV,SI1428,386,386,77108,MRCG0
SI945.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MHBS0/SI945.WAV,SI945,339,339,67789,MHBS0
SI682.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJAI0/SI682.WAV,SI682,358,358,71578,MJAI0
SI2052.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRAI0/SI2052.WAV,SI2052,358,358,71578,MRAI0
SX176.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FPAD0/SX176.WAV,SX176,323,323,64512,FPAD0
SI851.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MGES0/SI851.WAV,SI851,278,278,55501,MGES0
SX300.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FHLM0/SX300.WAV,SX300,224,224,44647,FHLM0
SX222.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MGAR0/SX222.WAV,SX222,271,271,54068,MGAR0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRWA0/SA2.WAV,SA2,205,205,40960,MRWA0
SA1.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FTBR0/SA1.WAV,SA1,276,276,55092,FTBR0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MJEB1/SA2.WAV,SA2,240,240,47821,MJEB1
SI806.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MWDK0/SI806.WAV,SI806,258,258,51508,MWDK0
SX111.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FTBR0/SX111.WAV,SX111,201,201,40039,FTBR0
SX42.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MRPC1/SX42.WAV,SX42,161,161,32154,MRPC1
SI1211.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FJXM0/SI1211.WAV,SI1211,259,259,51712,FJXM0
SI1342.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/MFXV0/SI1342.WAV,SI1342,349,349,69632,MFXV0
SA2.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FBAS0/SA2.WAV,SA2,281,281,56013,FBAS0
SI1801.WAV,/workspace/data_pa/TIMIT/AUDIO_FILES/ORIGINAL/train/FSJS0/SI1801.WAV,SI1801,300,300,59904,FSJS0
